train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/loss
0.7139660716056824,0.7542445659637451,1.059867024421692,1.1086270809173584,1.3546156883239746,1.4208756685256958,1.5949639081954956,1.6986048221588135,1.7933849096298218,1.941158652305603,2.012690782546997,2.193143844604492,16.6207275390625,0.7724197506904602,0.8102288842201233,1.1421687602996826,1.2165803909301758,1.4470008611679077,1.5521739721298218,1.6972713470458984,1.829140305519104,1.9123876094818115,2.065366506576538,2.1056017875671387,2.2758257389068604,70.91009521484375
