train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/loss
0.4799685478210449,0.4926477372646332,0.7077471017837524,0.7087318897247314,0.8951043486595154,0.8803666234016418,1.0062273740768433,0.9857099056243896,1.083654761314392,1.0619208812713623,1.129010796546936,1.0993273258209229,6.530464172363281,0.7205875515937805,0.7570214867591858,1.0570169687271118,1.1185487508773804,1.3209192752838135,1.402538537979126,1.5301483869552612,1.6266999244689941,1.7085174322128296,1.814570665359497,1.868186593055725,1.9801015853881836,30.4924259185791
