train/rmse_step_1,train/rmse_step_2,train/loss,val/rmse_step_1,val/rmse_step_2,val/loss
1.91950523853302,2.2617721557617188,8.800113677978516,2.0663483142852783,2.532244920730591,11.251476287841797
