train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.6503793001174927,1.7213654518127441,288.4197998046875,2.047527313232422,2.1801834106445312,227.49440002441406,2.3413026332855225,2.6240181922912598,146.0635528564453,2.151275873184204,2.2528154850006104,122.6329345703125,17.025806427001953,1.9227467775344849,2.039015531539917,106262.140625,2.4827542304992676,2.596019983291626,123025.3984375,2.9355807304382324,3.0599987506866455,151877.4375,3.256659984588623,3.3846611976623535,161991.671875,31.790529251098633
