train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.2787805795669556,1.306701421737671,205.5426788330078,1.3083423376083374,1.4335055351257324,198.96888732910156,1.5836669206619263,1.7264065742492676,206.35707092285156,1.6759774684906006,1.7910407781600952,788.9835205078125,8.6639404296875,1.910749912261963,2.024178981781006,79653.2890625,2.4556446075439453,2.5660910606384277,76413.4453125,2.8959097862243652,3.0124409198760986,82836.3515625,3.2102174758911133,3.3273112773895264,83443.859375,31.119340896606445
