train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
2.7011027336120605,3.11124324798584,408794.78125,0.6571447849273682,2.5406785011291504,2.919245719909668,261240.015625,0.5850427150726318
