train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
0.8253704309463501,0.9462990760803223,94.6299057006836,2.376499652862549,0.8283650279045105,0.8716303110122681,inf,1.5457206964492798
