train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/rmse_step_7,train/mae_step_7,train/rmse_step_8,train/mae_step_8,train/rmse_step_9,train/mae_step_9,train/rmse_step_10,train/mae_step_10,train/rmse_step_11,train/mae_step_11,train/rmse_step_12,train/mae_step_12,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/rmse_step_7,val/mae_step_7,val/rmse_step_8,val/mae_step_8,val/rmse_step_9,val/mae_step_9,val/rmse_step_10,val/mae_step_10,val/rmse_step_11,val/mae_step_11,val/rmse_step_12,val/mae_step_12,val/loss
0.536705493927002,0.5597385764122009,0.8053768873214722,0.846908450126648,1.0026397705078125,1.0332634449005127,1.1416802406311035,1.1616592407226562,1.265892505645752,1.3037030696868896,1.3084543943405151,1.3827238082885742,1.372048258781433,1.4422531127929688,1.421889305114746,1.4970190525054932,1.5029851198196411,1.5975017547607422,1.5884058475494385,1.7053329944610596,1.6195703744888306,1.7087037563323975,1.6596304178237915,1.7134214639663696,26.46320343017578,0.7437914609909058,0.7825514674186707,1.0777702331542969,1.1396589279174805,1.3339180946350098,1.415366530418396,1.5384513139724731,1.635583519935608,1.7089149951934814,1.8169134855270386,1.8559588193893433,1.970998764038086,1.9862116575241089,2.106163263320923,2.1043474674224854,2.226533889770508,2.2132136821746826,2.3364500999450684,2.316316604614258,2.4394643306732178,2.4160706996917725,2.5390207767486572,2.514380931854248,2.63731050491333,112.34454345703125
