train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.5453884601593018,1.6215593814849854,2161.499267578125,1.7951984405517578,1.8479499816894531,133.61289978027344,2.2405312061309814,2.305021286010742,340.6732482910156,2.552086591720581,2.7184948921203613,199.49212646484375,17.144088745117188,1.870215892791748,1.979496717453003,96610.6796875,2.4749858379364014,2.590949773788452,141334.625,2.9468889236450195,3.081815004348755,178468.8125,3.275702953338623,3.424487829208374,200171.5,31.766942977905273
