train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
2.5269055366516113,2.819803237915039,309.5608825683594,0.5569679141044617,3.0291121006011963,3.4416232109069824,309961.9375,0.7942047119140625
