train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/loss
0.7398766279220581,0.7713901400566101,1.1496779918670654,1.221038818359375,1.4096859693527222,1.5295774936676025,1.609923005104065,1.7549893856048584,1.8284226655960083,1.9684361219406128,2.0807039737701416,2.2278900146484375,17.704025268554688,0.7746873497962952,0.8095450401306152,1.1400967836380005,1.2081767320632935,1.4332314729690552,1.5291041135787964,1.672330379486084,1.7917910814285278,1.8745173215866089,2.012437343597412,2.0530593395233154,2.2047717571258545,33.06276321411133
