train/rmse_step_1,train/rmse_step_2,train/loss,val/rmse_step_1,val/rmse_step_2,val/loss
1.3741586208343506,1.8861417770385742,5.445842742919922,1.8357915878295898,2.3900392055511475,9.775781631469727
