train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
2.4264163970947266,2.654557228088379,329.6244201660156,0.5028163194656372,2.98395037651062,3.4704179763793945,310788.71875,0.761225700378418
