train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.0091371536254883,1.0946474075317383,167592.34375,1.2086600065231323,1.319648027420044,191537.015625,1.1815011501312256,1.2843668460845947,164193.9375,1.3658413887023926,1.3751870393753052,142086.1875,5.740684509277344,1.8365914821624756,1.94153892993927,78156.5703125,2.395101308822632,2.499690294265747,79443.7890625,2.848571300506592,2.9511542320251465,77253.9921875,3.1795172691345215,3.2776551246643066,73613.3828125,29.9702091217041
