train/rmse_step_1,train/rmse_step_2,train/loss,val/rmse_step_1,val/rmse_step_2,val/loss
1.2283031940460205,1.5262877941131592,3.838283061981201,1.823647379875183,2.3865251541137695,9.701597213745117
