train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
0.8324456214904785,0.8936348557472229,116.15471649169922,0.7749496698379517,0.7652179002761841,0.7860920429229736,,1.4072717428207397
