train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
2.6965255737304688,2.641035556793213,318.38897705078125,0.607737123966217,2.3696463108062744,2.642828941345215,194409.53125,0.49153223633766174
