train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.1145691871643066,1.1864335536956787,5932168.0,0.10462717711925507,1.5934003591537476,1.7504249811172485,128237.390625,0.22045473754405975
