train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.5506118535995483,1.7115545272827148,185.05287170410156,0.20887237787246704,1.7607003450393677,1.9465748071670532,168265.625,0.2696883976459503
