train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/loss
0.48349717259407043,0.5297760367393494,0.703514575958252,0.7411134243011475,0.8671726584434509,0.9368268251419067,0.9744755029678345,1.0136289596557617,1.0681560039520264,1.1233934164047241,1.1468825340270996,1.1845545768737793,7.873324394226074,0.7315925359725952,0.7710288166999817,1.080545425415039,1.1474380493164062,1.3545901775360107,1.4443942308425903,1.57585608959198,1.6831789016723633,1.7637070417404175,1.8830020427703857,1.933212399482727,2.060516357421875,31.13921356201172
