train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
0.43073511123657227,0.4459666609764099,53.327964782714844,0.24015159904956818,0.6310192346572876,0.6514973044395447,inf,1.2291620969772339
