train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.5437413454055786,1.7258660793304443,198.27517700195312,0.20686739683151245,1.5798859596252441,1.7508846521377563,130074.3515625,0.21837495267391205
