train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
3.3865044116973877,3.7674922943115234,279.972412109375,0.9817513227462769,2.6544220447540283,3.0362629890441895,244649.3125,0.61142897605896
