train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/rmse_step_7,train/mae_step_7,train/rmse_step_8,train/mae_step_8,train/rmse_step_9,train/mae_step_9,train/rmse_step_10,train/mae_step_10,train/rmse_step_11,train/mae_step_11,train/rmse_step_12,train/mae_step_12,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/rmse_step_7,val/mae_step_7,val/rmse_step_8,val/mae_step_8,val/rmse_step_9,val/mae_step_9,val/rmse_step_10,val/mae_step_10,val/rmse_step_11,val/mae_step_11,val/rmse_step_12,val/mae_step_12,val/loss
0.6571437120437622,0.6798416376113892,1.02803635597229,1.0371887683868408,1.2200303077697754,1.234292984008789,1.3688530921936035,1.3613014221191406,1.48776113986969,1.4866338968276978,1.5591367483139038,1.594140887260437,1.6338138580322266,1.7137174606323242,1.7177799940109253,1.83887779712677,1.8443167209625244,1.9842746257781982,1.9942615032196045,2.142460823059082,2.04723858833313,2.2172012329101562,2.212423324584961,2.403125286102295,34.902122497558594,0.7380105257034302,0.775701642036438,1.0767977237701416,1.1387944221496582,1.3364253044128418,1.4181137084960938,1.544158935546875,1.6417571306228638,1.7186931371688843,1.8272511959075928,1.8700695037841797,1.9859737157821655,2.005275011062622,2.1262640953063965,2.127892017364502,2.2518653869628906,2.2433059215545654,2.3691935539245605,2.3539817333221436,2.481506586074829,2.4623336791992188,2.5912585258483887,2.569035291671753,2.700059413909912,114.01721954345703
