train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
0.34384042024612427,0.3750845193862915,192.132568359375,0.19472989439964294,0.6301053166389465,0.6515933275222778,inf,1.1686859130859375
