train/rmse_step_1,train/rmse_step_2,train/loss,val/rmse_step_1,val/rmse_step_2,val/loss
1.6589441299438477,2.3322272300720215,8.19137954711914,1.8907288312911987,2.4353930950164795,10.136752128601074
