train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
2.203911304473877,2.2260353565216064,709.9053344726562,0.41584813594818115,2.952307939529419,3.3769357204437256,266628.53125,0.7478897571563721
