train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.3349064588546753,1.4534063339233398,463179.5,1.5362308025360107,1.6547760963439941,622708.5,1.980560064315796,2.10262393951416,656026.4375,2.371746778488159,2.538604497909546,610868.6875,13.689781188964844,1.88307523727417,1.9968420267105103,87561.625,2.4464664459228516,2.558330774307251,83055.34375,2.901082754135132,3.0243797302246094,83748.1328125,3.2178139686584473,3.3351223468780518,85239.15625,30.684648513793945
