train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.339110016822815,1.3761951923370361,6880976.0,0.15010975301265717,1.6656352281570435,1.8408452272415161,144291.703125,0.2413814514875412
