train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
0.9437004923820496,0.9907156229019165,34.850616455078125,0.9801714420318604,0.6534256935119629,0.6766449213027954,inf,1.2004414796829224
