train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/rmse_step_5,train/mae_step_5,train/mape_step_5,train/rmse_step_6,train/mae_step_6,train/mape_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/rmse_step_5,val/mae_step_5,val/mape_step_5,val/rmse_step_6,val/mae_step_6,val/mape_step_6,val/loss
1.4319102764129639,1.5819696187973022,3440800.5,1.9812334775924683,2.3078927993774414,5806250.5,2.489701986312866,2.9303641319274902,7164284.5,3.2291789054870605,3.8174996376037598,9866448.0,3.597456693649292,4.242546081542969,11009307.0,4.00105619430542,4.715131759643555,12667494.0,4.59720516204834,1.6055001020431519,1.7763038873672485,184473.8125,2.302018165588379,2.557659149169922,184657.71875,2.9243202209472656,3.2759861946105957,240565.421875,3.3303158283233643,3.7358174324035645,303409.40625,3.7329659461975098,4.211551666259766,263328.3125,4.091704368591309,4.650896072387695,283079.3125,5.202778339385986
