train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/rmse_step_2,train/mae_step_2,train/mape_step_2,train/rmse_step_3,train/mae_step_3,train/mape_step_3,train/rmse_step_4,train/mae_step_4,train/mape_step_4,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
1.5235280990600586,1.6134960651397705,341191.5625,1.7739187479019165,1.8180466890335083,376325.75,1.7438926696777344,1.807312250137329,380499.625,1.9346730709075928,1.9649264812469482,374418.25,12.252047538757324,1.853663444519043,1.9646259546279907,105846.140625,2.434687852859497,2.5537045001983643,133717.203125,2.913438558578491,3.0398097038269043,155848.03125,3.266878604888916,3.3949146270751953,166733.875,31.251035690307617
