train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
4.912243843078613,5.3675971031188965,391.53448486328125,2.0130884647369385,3.261364221572876,3.693253993988037,310563.28125,0.9312533736228943
