train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.8642536401748657,2.067958354949951,80.74502563476562,0.3054846227169037,1.6336239576339722,1.8027937412261963,133417.796875,0.23259392380714417
