train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/rmse_step_7,train/mae_step_7,train/rmse_step_8,train/mae_step_8,train/rmse_step_9,train/mae_step_9,train/rmse_step_10,train/mae_step_10,train/rmse_step_11,train/mae_step_11,train/rmse_step_12,train/mae_step_12,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/rmse_step_7,val/mae_step_7,val/rmse_step_8,val/mae_step_8,val/rmse_step_9,val/mae_step_9,val/rmse_step_10,val/mae_step_10,val/rmse_step_11,val/mae_step_11,val/rmse_step_12,val/mae_step_12,val/loss
0.6205771565437317,0.6583995819091797,0.9385136365890503,0.9867398738861084,1.1837952136993408,1.2279901504516602,1.336769938468933,1.3568084239959717,1.517767071723938,1.5375945568084717,1.6483933925628662,1.660123586654663,1.6947966814041138,1.7082006931304932,1.7093439102172852,1.7611396312713623,1.7245724201202393,1.8214006423950195,1.704346776008606,1.8377007246017456,1.7291513681411743,1.863098382949829,1.8413647413253784,1.9816219806671143,31.230579376220703,0.7483247518539429,0.7888500094413757,1.0849790573120117,1.148947834968567,1.3429211378097534,1.4261723756790161,1.5509949922561646,1.6499947309494019,1.7257788181304932,1.8358319997787476,1.878251314163208,1.9956681728363037,2.0145139694213867,2.137120485305786,2.137845754623413,2.2634811401367188,2.253312826156616,2.3805503845214844,2.362095355987549,2.4900918006896973,2.4685330390930176,2.597301959991455,2.571840524673462,2.7015929222106934,115.53947448730469
