train/rmse_step_1,train/mae_step_1,train/mape_step_1,train/loss,val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/loss
1.7457749843597412,1.8950104713439941,2003625.375,0.2610720694065094,1.5121521949768066,1.6731274127960205,120470.0703125,0.1999129205942154
