val/rmse_step_1,val/mae_step_1,val/mape_step_1,val/rmse_step_2,val/mae_step_2,val/mape_step_2,val/rmse_step_3,val/mae_step_3,val/mape_step_3,val/rmse_step_4,val/mae_step_4,val/mape_step_4,val/loss
2.2125160694122314,2.1554641723632812,256.5238037109375,3.3205602169036865,3.132911205291748,332.1982421875,4.210051536560059,4.260271072387695,414.7215576171875,4.744795799255371,4.757136821746826,428.36407470703125,56.24298095703125
