train/rmse_step_1,train/mae_step_1,train/rmse_step_2,train/mae_step_2,train/rmse_step_3,train/mae_step_3,train/rmse_step_4,train/mae_step_4,train/rmse_step_5,train/mae_step_5,train/rmse_step_6,train/mae_step_6,train/loss,val/rmse_step_1,val/mae_step_1,val/rmse_step_2,val/mae_step_2,val/rmse_step_3,val/mae_step_3,val/rmse_step_4,val/mae_step_4,val/rmse_step_5,val/mae_step_5,val/rmse_step_6,val/mae_step_6,val/loss
0.8226551413536072,0.8826414346694946,1.1358798742294312,1.1879785060882568,1.4492470026016235,1.5076247453689575,1.7233808040618896,1.7987496852874756,2.007432699203491,2.0941216945648193,2.254526138305664,2.3692686557769775,21.255159378051758,0.8032034635543823,0.8384923338890076,1.179053783416748,1.2518250942230225,1.4901878833770752,1.5951168537139893,1.7483303546905518,1.8808733224868774,1.968451976776123,2.122783660888672,2.1627254486083984,2.334174156188965,36.16613006591797
